BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	Sex_s	cell_type_s	strain_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s
SAMN04194825	SRX1355092	2015-10-19	238	261	SRR2727345	SRS1121471	GSM1912154	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194826	SRX1355093	2015-10-19	92	105	SRR2727346	SRS1121470	GSM1912155	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194827	SRX1355094	2015-10-19	142	155	SRR2727347	SRS1121469	GSM1912156	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194828	SRX1355095	2015-10-19	127	139	SRR2727348	SRS1121468	GSM1912157	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194829	SRX1355096	2015-10-19	175	190	SRR2727349	SRS1121467	GSM1912158	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194830	SRX1355097	2015-10-19	173	190	SRR2727350	SRS1121466	GSM1912159	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194831	SRX1355098	2015-10-19	137	150	SRR2727351	SRS1121465	GSM1912160	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194832	SRX1355099	2015-10-19	89	98	SRR2727352	SRS1121464	GSM1912161	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194833	SRX1355100	2015-10-19	103	113	SRR2727353	SRS1121463	GSM1912162	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194836	SRX1355101	2015-10-19	66	73	SRR2727354	SRS1121462	GSM1912163	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194837	SRX1355102	2015-10-19	40	44	SRR2727355	SRS1121461	GSM1912164	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194834	SRX1355103	2015-10-19	41	45	SRR2727356	SRS1121460	GSM1912165	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194835	SRX1355104	2015-10-19	70	77	SRR2727357	SRS1121459	GSM1912166	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194838	SRX1355105	2015-10-19	83	91	SRR2727358	SRS1121458	GSM1912167	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194839	SRX1355106	2015-10-19	35	39	SRR2727359	SRS1121457	GSM1912168	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194840	SRX1355107	2015-10-19	74	86	SRR2727360	SRS1121456	GSM1912169	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194841	SRX1355108	2015-10-19	132	151	SRR2727361	SRS1121455	GSM1912170	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194842	SRX1355109	2015-10-19	373	405	SRR2727362	SRS1121454	GSM1912171	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194843	SRX1355110	2015-10-19	112	123	SRR2727363	SRS1121453	GSM1912172	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194844	SRX1355111	2015-10-19	38	42	SRR2727364	SRS1121452	GSM1912173	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194845	SRX1355112	2015-10-19	216	235	SRR2727365	SRS1121451	GSM1912174	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194846	SRX1355113	2015-10-19	217	235	SRR2727366	SRS1121450	GSM1912175	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194847	SRX1355114	2015-10-19	197	222	SRR2727367	SRS1121449	GSM1912176	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194849	SRX1355116	2015-10-19	396	437	SRR2727369	SRS1121447	GSM1912178	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194850	SRX1355117	2015-10-19	650	683	SRR2727370	SRS1121448	GSM1912179	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194881	SRX1355118	2015-10-19	494	524	SRR2727371	SRS1121445	GSM1912180	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194882	SRX1355119	2015-10-19	544	575	SRR2727372	SRS1121446	GSM1912181	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194883	SRX1355120	2015-10-19	259	279	SRR2727373	SRS1121444	GSM1912182	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194884	SRX1355121	2015-10-19	541	571	SRR2727374	SRS1121443	GSM1912183	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194885	SRX1355122	2015-10-19	353	379	SRR2727375	SRS1121442	GSM1912184	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194886	SRX1355123	2015-10-19	198	224	SRR2727376	SRS1121441	GSM1912185	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194887	SRX1355124	2015-10-19	54	60	SRR2727377	SRS1121440	GSM1912186	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194888	SRX1355125	2015-10-19	330	355	SRR2727378	SRS1121439	GSM1912187	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194889	SRX1355126	2015-10-19	215	233	SRR2727379	SRS1121438	GSM1912188	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194890	SRX1355127	2015-10-19	236	255	SRR2727380	SRS1121436	GSM1912189	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194891	SRX1355128	2015-10-19	284	306	SRR2727381	SRS1121437	GSM1912190	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194892	SRX1355129	2015-10-19	362	388	SRR2727382	SRS1121435	GSM1912191	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194896	SRX1355130	2015-10-19	559	592	SRR2727383	SRS1121434	GSM1912192	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194897	SRX1355131	2015-10-19	141	156	SRR2727384	SRS1121433	GSM1912193	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194898	SRX1355132	2015-10-19	146	153	SRR2727385	SRS1121432	GSM1912194	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194893	SRX1355133	2015-10-19	84	88	SRR2727386	SRS1121431	GSM1912195	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194894	SRX1355134	2015-10-19	159	167	SRR2727387	SRS1121430	GSM1912196	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194895	SRX1355135	2015-10-19	116	127	SRR2727388	SRS1121429	GSM1912197	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194899	SRX1355136	2015-10-19	149	157	SRR2727389	SRS1121428	GSM1912198	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194900	SRX1355137	2015-10-19	171	179	SRR2727390	SRS1121426	GSM1912199	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194901	SRX1355138	2015-10-19	300	307	SRR2727391	SRS1121425	GSM1912200	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194902	SRX1355139	2015-10-19	180	189	SRR2727392	SRS1121427	GSM1912201	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194903	SRX1355140	2015-10-19	34	36	SRR2727393	SRS1121424	GSM1912202	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194904	SRX1355141	2015-10-19	39	41	SRR2727394	SRS1121423	GSM1912203	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194905	SRX1355142	2015-10-19	41	43	SRR2727395	SRS1121422	GSM1912204	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194906	SRX1355143	2015-10-19	35	38	SRR2727396	SRS1121421	GSM1912205	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194907	SRX1355144	2015-10-19	43	46	SRR2727397	SRS1121420	GSM1912206	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194908	SRX1355145	2015-10-19	97	107	SRR2727398	SRS1121419	GSM1912207	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194909	SRX1355146	2015-10-19	92	102	SRR2727399	SRS1121418	GSM1912208	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194910	SRX1355147	2015-10-19	52	56	SRR2727400	SRS1121417	GSM1912209	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194765	SRX1355148	2015-10-19	104	110	SRR2727401	SRS1121416	GSM1912210	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194766	SRX1355149	2015-10-19	130	137	SRR2727402	SRS1121415	GSM1912211	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194767	SRX1355150	2015-10-19	164	172	SRR2727403	SRS1121414	GSM1912212	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194768	SRX1355151	2015-10-19	113	125	SRR2727404	SRS1121413	GSM1912213	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194769	SRX1355152	2015-10-19	201	217	SRR2727405	SRS1121412	GSM1912214	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194770	SRX1355153	2015-10-19	116	122	SRR2727406	SRS1121410	GSM1912215	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194771	SRX1355154	2015-10-19	92	97	SRR2727407	SRS1121411	GSM1912216	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194772	SRX1355155	2015-10-19	193	201	SRR2727408	SRS1121409	GSM1912217	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194773	SRX1355156	2015-10-19	180	188	SRR2727409	SRS1121408	GSM1912218	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194774	SRX1355157	2015-10-19	197	206	SRR2727410	SRS1121406	GSM1912219	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194775	SRX1355158	2015-10-19	73	82	SRR2727411	SRS1121405	GSM1912220	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194776	SRX1355159	2015-10-19	107	114	SRR2727412	SRS1121407	GSM1912221	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194777	SRX1355160	2015-10-19	86	91	SRR2727413	SRS1121403	GSM1912222	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194778	SRX1355161	2015-10-19	55	59	SRR2727414	SRS1121402	GSM1912223	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194779	SRX1355162	2015-10-19	78	82	SRR2727415	SRS1121404	GSM1912224	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194780	SRX1355163	2015-10-19	105	110	SRR2727416	SRS1121400	GSM1912225	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194781	SRX1355164	2015-10-19	72	77	SRR2727417	SRS1121401	GSM1912226	female	Epi	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194679	SRX1354849	2015-10-19	47	55	SRR2727102	SRS1121691	GSM1911905	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194680	SRX1354850	2015-10-19	51	60	SRR2727103	SRS1121690	GSM1911906	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194681	SRX1354851	2015-10-19	92	104	SRR2727104	SRS1121689	GSM1911907	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194682	SRX1354852	2015-10-19	89	101	SRR2727105	SRS1121688	GSM1911908	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194683	SRX1354853	2015-10-19	62	71	SRR2727106	SRS1121687	GSM1911909	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194684	SRX1354854	2015-10-19	106	120	SRR2727107	SRS1121686	GSM1911910	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194685	SRX1354855	2015-10-19	137	154	SRR2727108	SRS1121685	GSM1911911	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194686	SRX1354856	2015-10-19	55	64	SRR2727109	SRS1121684	GSM1911912	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194687	SRX1354857	2015-10-19	172	194	SRR2727110	SRS1121682	GSM1911913	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
SAMN04194688	SRX1354858	2015-10-19	116	131	SRR2727111	SRS1121699	GSM1911914	female	ES2i	male CAST/EiJ x female C57BL/6J	RNA-Seq	43	PRJNA299180	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-07-27	SRP064979	embryo
